date_hour,trip_count
2009-02-23 05,2
2009-02-23 06,16
2009-02-23 07,28
2009-02-23 08,23
2009-02-23 09,31
2009-02-23 10,30
2009-02-23 11,17
2009-02-23 12,19
2009-02-23 13,23
2009-02-23 14,22
2009-02-23 15,22
2009-02-23 16,29
2009-02-23 17,27
2009-02-23 18,33
2009-02-23 19,25
2009-02-23 20,22
2009-02-23 21,16
2009-02-23 22,19
2009-02-23 23,12
2009-02-24 00,11
2009-02-24 01,7
2009-02-24 02,4
2009-02-24 03,1
2009-02-24 04,2
2009-02-24 05,2
2009-02-24 06,17
2009-02-24 07,26
2009-02-24 08,27
2009-02-24 09,19
2009-02-24 10,25
2009-02-24 11,25
2009-02-24 12,14
2009-02-24 13,14
2009-02-24 14,23
2009-02-24 15,29
2009-02-24 16,20
2009-02-24 17,24
2009-02-24 18,39
2009-02-24 19,24
2009-02-24 20,26
2009-02-24 21,36
2009-02-24 22,32
2009-02-24 23,13
2009-02-25 00,13
2009-02-25 01,8
2009-02-25 02,6
2009-02-25 03,1
2009-02-25 04,3
2009-02-25 05,7
2009-02-25 06,10
2009-02-25 07,25
2009-02-25 08,20
2009-02-25 09,20
2009-02-25 10,21
2009-02-25 11,16
2009-02-25 12,19
2009-02-25 13,22
2009-02-25 14,23
2009-02-25 15,24
2009-02-25 16,19
2009-02-25 17,20
2009-02-25 18,17
2009-02-25 19,28
2009-02-25 20,21
2009-02-25 21,20
2009-02-25 22,29
2009-02-25 23,26
2009-02-26 00,14
2009-02-26 01,7
2009-02-26 02,1
2009-02-26 03,4
2009-02-26 04,5
2009-02-26 05,4
2009-02-26 06,2
2009-02-26 07,18
2009-02-26 08,38
2009-02-26 09,19
2009-02-26 10,22
2009-02-26 11,17
2009-02-26 12,23
2009-02-26 13,16
2009-02-26 14,13
2009-02-26 15,24
2009-02-26 16,22
2009-02-26 17,26
2009-02-26 18,48
2009-02-26 19,24
2009-02-26 20,34
2009-02-26 21,25
2009-02-26 22,25
2009-02-26 23,22
2009-02-27 00,16
2009-02-27 01,13
2009-02-27 02,10
2009-02-27 03,2
2009-02-27 04,3
2009-02-27 05,6
2009-02-27 06,16
2009-02-27 07,11
2009-02-27 08,35
2009-02-27 09,25
2009-02-27 10,19
2009-02-27 11,26
2009-02-27 12,17
2009-02-27 13,25
2009-02-27 14,25
2009-02-27 15,22
2009-02-27 16,22
2009-02-27 17,29
2009-02-27 18,32
2009-02-27 19,37
2009-02-27 20,26
2009-02-27 21,26
2009-02-27 22,33
2009-02-27 23,23
2009-02-28 00,23
2009-02-28 01,23
2009-02-28 02,16
2009-02-28 03,15
2009-02-28 04,11
2009-02-28 05,6
2009-02-28 06,6
2009-02-28 07,5
2009-02-28 08,18
2009-02-28 09,19
2009-02-28 10,11
2009-02-28 11,32
2009-02-28 12,31
2009-02-28 13,30
2009-02-28 14,26
2009-02-28 15,27
2009-02-28 16,22
2009-02-28 17,33
2009-02-28 18,38
2009-02-28 19,37
2009-02-28 20,27
2009-02-28 21,34
2009-02-28 22,32
2009-02-28 23,24
2009-03-01 00,19
2009-03-01 01,33
2009-03-01 02,23
2009-03-01 03,15
2009-03-01 04,9
2009-03-01 05,4
2009-03-01 06,2
2009-03-01 07,5
2009-03-01 08,8
2009-03-01 09,5
2009-03-01 10,20
2009-03-01 11,13
2009-03-01 12,14
2009-03-01 13,18
2009-03-01 14,20
2009-03-01 15,19
2009-03-01 16,23
2009-03-01 17,20
2009-03-01 18,20
2009-03-01 19,13
2009-03-01 20,20
2009-03-01 21,13
2009-03-01 22,15
2009-03-01 23,11
2009-03-02 00,8
2009-03-02 01,3
2009-03-02 02,2
2009-03-02 03,3
2009-03-02 05,1
2009-03-02 06,3
2009-03-02 07,7
2009-03-02 08,23
2009-03-02 09,15
2009-03-02 10,16
2009-03-02 11,12
2009-03-02 12,10
2009-03-02 13,14
2009-03-02 14,23
2009-03-02 15,16
2009-03-02 16,19
2009-03-02 17,16
2009-03-02 18,28
2009-03-02 19,16
2009-03-02 20,25
2009-03-02 21,12
2009-03-02 22,17
2009-03-02 23,9
2009-03-03 00,10
2009-03-03 01,4
2009-03-03 02,5
2009-03-03 05,3
2009-03-03 06,10
2009-03-03 07,17
2009-03-03 08,27
2009-03-03 09,31
2009-03-03 10,29
2009-03-03 11,24
2009-03-03 12,14
2009-03-03 13,15
2009-03-03 14,38
2009-03-03 15,28
2009-03-03 16,18
2009-03-03 17,11
2009-03-03 18,23
2009-03-03 19,32
2009-03-03 20,35
2009-03-03 21,15
2009-03-03 22,17
2009-03-03 23,15
2009-03-04 00,17
2009-03-04 01,11
2009-03-04 02,3
2009-03-04 03,6
2009-03-04 04,3
2009-03-04 05,3
2009-03-04 06,13
2009-03-04 07,31
2009-03-04 08,28
2009-03-04 09,23
2009-03-04 10,22
2009-03-04 11,20
2009-03-04 12,10
2009-03-04 13,33
2009-03-04 14,16
2009-03-04 15,19
2009-03-04 16,25
2009-03-04 17,31
2009-03-04 18,26
2009-03-04 19,36
2009-03-04 20,22
2009-03-04 21,17
2009-03-04 22,25
2009-03-04 23,14
2009-03-05 00,22
2009-03-05 01,10
2009-03-05 02,8
2009-03-05 03,4
2009-03-05 04,1
2009-03-05 05,3
2009-03-05 06,12
2009-03-05 07,24
2009-03-05 08,9
2009-03-05 09,13
2009-03-05 10,12
2009-03-05 11,6
2009-03-05 12,8
2009-03-05 13,10
2009-03-05 14,17
2009-03-05 15,25
2009-03-05 16,21
2009-03-05 17,23
2009-03-05 18,42
2009-03-05 19,41
2009-03-05 20,23
2009-03-05 21,28
2009-03-05 22,25
2009-03-05 23,25
2009-03-06 00,15
2009-03-06 01,14
2009-03-06 02,9
2009-03-06 03,3
2009-03-06 04,3
2009-03-06 05,2
2009-03-06 06,13
2009-03-06 07,20
2009-03-06 08,32
2009-03-06 09,24
2009-03-06 10,14
2009-03-06 11,20
2009-03-06 12,14
2009-03-06 13,27
2009-03-06 14,20
2009-03-06 15,20
2009-03-06 16,18
2009-03-06 17,25
2009-03-06 18,24
2009-03-06 19,39
2009-03-06 20,38
2009-03-06 21,17
2009-03-06 22,18
2009-03-06 23,29
2009-03-07 00,26
2009-03-07 01,24
2009-03-07 02,16
2009-03-07 03,7
2009-03-07 04,14
2009-03-07 05,5
2009-03-07 06,5
2009-03-07 07,9
2009-03-07 08,15
2009-03-07 09,14
2009-03-07 10,14
2009-03-07 11,24
2009-03-07 12,30
2009-03-07 13,28
2009-03-07 14,22
2009-03-07 15,28
2009-03-07 16,20
2009-03-07 17,20
2009-03-07 18,28
2009-03-07 19,19
2009-03-07 20,32
2009-03-07 21,22
2009-03-07 22,21
2009-03-07 23,16
2009-03-08 00,24
2009-03-08 01,18
2009-03-08 02,7
2009-03-08 03,13
2009-03-08 04,19
2009-03-08 05,8
2009-03-08 06,8
2009-03-08 07,8
2009-03-08 08,8
2009-03-08 09,7
2009-03-08 10,14
2009-03-08 11,19
2009-03-08 12,19
2009-03-08 13,19
2009-03-08 14,16
2009-03-08 15,24
2009-03-08 16,26
2009-03-08 17,21
2009-03-08 18,15
2009-03-08 19,10
2009-03-08 20,14
2009-03-08 21,13
2009-03-08 22,17
2009-03-08 23,9
2009-03-09 00,5
2009-03-09 01,6
2009-03-09 02,1
2009-03-09 03,2
2009-03-09 04,2
2009-03-09 05,5
2009-03-09 06,7
2009-03-09 07,22
2009-03-09 08,38
2009-03-09 09,11
2009-03-09 10,6
2009-03-09 11,21
2009-03-09 12,26
2009-03-09 13,29
2009-03-09 14,26
2009-03-09 15,22
2009-03-09 16,15
2009-03-09 17,12
2009-03-09 18,38
2009-03-09 19,26
2009-03-09 20,37
2009-03-09 21,19
2009-03-09 22,22
2009-03-09 23,12
2009-03-10 00,10
2009-03-10 01,9
2009-03-10 02,1
2009-03-10 03,3
2009-03-10 04,1
2009-03-10 05,5
2009-03-10 06,10
2009-03-10 07,24
2009-03-10 08,30
2009-03-10 09,35
2009-03-10 10,23
2009-03-10 11,31
2009-03-10 12,22
2009-03-10 13,25
2009-03-10 14,23
2009-03-10 15,24
2009-03-10 16,19
2009-03-10 17,23
2009-03-10 18,25
2009-03-10 19,29
2009-03-10 20,14
2009-03-10 21,39
2009-03-10 22,23
2009-03-10 23,17
2009-03-11 00,13
2009-03-11 01,9
2009-03-11 02,2
2009-03-11 03,1
2009-03-11 04,5
2009-03-11 05,1
2009-03-11 06,8
2009-03-11 07,27
2009-03-11 08,28
2009-03-11 09,30
2009-03-11 10,18
2009-03-11 11,28
2009-03-11 12,31
2009-03-11 13,20
2009-03-11 14,22
2009-03-11 15,11
2009-03-11 16,15
2009-03-11 17,23
2009-03-11 18,29
2009-03-11 19,33
2009-03-11 20,19
2009-03-11 21,25
2009-03-11 22,20
2009-03-11 23,20
2009-03-12 00,14
2009-03-12 01,14
2009-03-12 02,4
2009-03-12 03,3
2009-03-12 04,4
2009-03-12 06,7
2009-03-12 07,22
2009-03-12 08,29
2009-03-12 09,27
2009-03-12 10,30
2009-03-12 11,24
2009-03-12 12,26
2009-03-12 13,18
2009-03-12 14,26
2009-03-12 15,25
2009-03-12 16,19
2009-03-12 17,25
2009-03-12 18,29
2009-03-12 19,32
2009-03-12 20,37
2009-03-12 21,37
2009-03-12 22,22
2009-03-12 23,23
2009-03-13 00,15
2009-03-13 01,17
2009-03-13 02,6
2009-03-13 03,6
2009-03-13 04,2
2009-03-13 05,6
2009-03-13 06,9
2009-03-13 07,20
2009-03-13 08,22
2009-03-13 09,28
2009-03-13 10,14
2009-03-13 11,32
2009-03-13 12,28
2009-03-13 13,23
2009-03-13 14,20
2009-03-13 15,15
2009-03-13 16,28
2009-03-13 17,28
2009-03-13 18,29
2009-03-13 19,38
2009-03-13 20,30
2009-03-13 21,25
2009-03-13 22,22
2009-03-13 23,33
2009-03-14 00,38
2009-03-14 01,13
2009-03-14 02,19
2009-03-14 03,19
2009-03-14 04,10
2009-03-14 05,2
2009-03-14 06,2
2009-03-14 07,2
2009-03-14 08,10
2009-03-14 09,20
2009-03-14 10,22
2009-03-14 11,15
2009-03-14 12,12
2009-03-14 13,20
2009-03-14 14,30
2009-03-14 15,20
2009-03-14 16,22
2009-03-14 17,25
2009-03-14 18,16
2009-03-14 19,43
2009-03-14 20,37
2009-03-14 21,22
2009-03-14 22,30
2009-03-14 23,27
2009-03-15 00,47
2009-03-15 01,23
2009-03-15 02,18
2009-03-15 03,10
2009-03-15 04,12
2009-03-15 05,4
2009-03-15 06,5
2009-03-15 07,5
2009-03-15 08,13
2009-03-15 09,6
2009-03-15 10,12
2009-03-15 11,20
2009-03-15 12,21
2009-03-15 13,16
2009-03-15 14,25
2009-03-15 15,14
2009-03-15 16,24
2009-03-15 17,6
2009-03-15 18,21
2009-03-15 19,18
2009-03-15 20,14
2009-03-15 21,17
2009-03-15 22,18
2009-03-15 23,12
2009-03-16 00,11
2009-03-16 01,9
2009-03-16 02,3
2009-03-16 03,4
2009-03-16 04,3
2009-03-16 05,1
2009-03-16 06,16
2009-03-16 07,18
2009-03-16 08,31
2009-03-16 09,21
2009-03-16 10,16
2009-03-16 11,8
2009-03-16 12,15
2009-03-16 13,10
2009-03-16 14,17
2009-03-16 15,26
2009-03-16 16,21
2009-03-16 17,27
2009-03-16 18,24
2009-03-16 19,24
2009-03-16 20,29
2009-03-16 21,23
2009-03-16 22,19
2009-03-16 23,15
2009-03-17 00,9
2009-03-17 01,2
2009-03-17 02,3
2009-03-17 03,3
2009-03-17 05,4
2009-03-17 06,10
2009-03-17 07,23
2009-03-17 08,19
2009-03-17 09,34
2009-03-17 10,22
2009-03-17 11,17
2009-03-17 12,16
2009-03-17 13,26
2009-03-17 14,19
2009-03-17 15,29
2009-03-17 16,19
2009-03-17 17,23
2009-03-17 18,43
2009-03-17 19,26
2009-03-17 20,31
2009-03-17 21,26
2009-03-17 22,21
2009-03-17 23,23
2009-03-18 00,11
2009-03-18 01,9
2009-03-18 02,3
2009-03-18 03,6
2009-03-18 04,1
2009-03-18 05,3
2009-03-18 06,7
2009-03-18 07,28
2009-03-18 08,26
2009-03-18 09,29
2009-03-18 10,25
2009-03-18 11,22
2009-03-18 12,20
2009-03-18 13,19
2009-03-18 14,22
2009-03-18 15,18
2009-03-18 16,16
2009-03-18 17,27
2009-03-18 18,31
2009-03-18 19,20
2009-03-18 20,24
2009-03-18 21,17
2009-03-18 22,23
2009-03-18 23,11
2009-03-19 00,6
2009-03-19 01,9
2009-03-19 02,3
2009-03-19 03,4
2009-03-19 04,4
2009-03-19 05,2
2009-03-19 06,6
2009-03-19 07,18
2009-03-19 08,31
2009-03-19 09,18
2009-03-19 10,27
2009-03-19 11,18
2009-03-19 12,22
2009-03-19 13,23
2009-03-19 14,14
2009-03-19 15,19
2009-03-19 16,19
2009-03-19 17,12
2009-03-19 18,32
2009-03-19 19,36
2009-03-19 20,33
2009-03-19 21,28
2009-03-19 22,33
2009-03-19 23,25
2009-03-20 00,23
2009-03-20 01,8
2009-03-20 02,4
2009-03-20 03,4
2009-03-20 04,9
2009-03-20 05,2
2009-03-20 06,11
2009-03-20 07,17
2009-03-20 08,29
2009-03-20 09,28
2009-03-20 10,25
2009-03-20 11,23
2009-03-20 12,29
2009-03-20 13,10
2009-03-20 14,26
2009-03-20 15,18
2009-03-20 16,19
2009-03-20 17,19
2009-03-20 18,34
2009-03-20 19,21
2009-03-20 20,24
2009-03-20 21,31
2009-03-20 22,27
2009-03-20 23,25
2009-03-21 00,40
2009-03-21 01,17
2009-03-21 02,18
2009-03-21 03,16
2009-03-21 04,10
2009-03-21 05,6
2009-03-21 06,5
2009-03-21 07,10
2009-03-21 08,11
2009-03-21 09,11
2009-03-21 10,16
2009-03-21 11,19
2009-03-21 12,27
2009-03-21 13,23
2009-03-21 14,20
2009-03-21 15,19
2009-03-21 16,16
2009-03-21 17,12
2009-03-21 18,29
2009-03-21 19,37
2009-03-21 20,28
2009-03-21 21,27
2009-03-21 22,20
2009-03-21 23,34
2009-03-22 00,29
2009-03-22 01,29
2009-03-22 02,25
2009-03-22 03,20
2009-03-22 04,9
2009-03-22 05,6
2009-03-22 06,3
2009-03-22 07,8
2009-03-22 08,6
2009-03-22 09,10
2009-03-22 10,16
2009-03-22 11,15
2009-03-22 12,19
2009-03-22 13,14
2009-03-22 14,15
2009-03-22 15,19
2009-03-22 16,20
2009-03-22 17,14
2009-03-22 18,17
2009-03-22 19,10
2009-03-22 20,17
2009-03-22 21,21
2009-03-22 22,16
2009-03-22 23,17
2009-03-23 00,8
2009-03-23 01,3
2009-03-23 02,2
2009-03-23 03,3
2009-03-23 04,2
2009-03-23 05,1
2009-03-23 06,18
2009-03-23 07,21
2009-03-23 08,26
2009-03-23 09,13
2009-03-23 10,22
2009-03-23 11,18
2009-03-23 12,17
2009-03-23 13,17
2009-03-23 14,17
2009-03-23 15,15
2009-03-23 16,16
2009-03-23 17,26
2009-03-23 18,27
2009-03-23 19,30
2009-03-23 20,39
2009-03-23 21,21
2009-03-23 22,21
2009-03-23 23,11
2009-03-24 00,6
2009-03-24 01,8
2009-03-24 02,6
2009-03-24 03,3
2009-03-24 04,2
2009-03-24 05,5
2009-03-24 06,11
2009-03-24 07,12
2009-03-24 08,26
2009-03-24 09,19
2009-03-24 10,31
2009-03-24 11,29
2009-03-24 12,20
2009-03-24 13,29
2009-03-24 14,19
2009-03-24 15,31
2009-03-24 16,6
2009-03-24 17,23
2009-03-24 18,44
2009-03-24 19,28
2009-03-24 20,33
2009-03-24 21,32
2009-03-24 22,26
2009-03-24 23,20
2009-03-25 00,11
2009-03-25 01,10
2009-03-25 02,5
2009-03-25 03,2
2009-03-25 04,1
2009-03-25 05,4
2009-03-25 06,12
2009-03-25 07,17
2009-03-25 08,30
2009-03-25 09,22
2009-03-25 10,23
2009-03-25 11,18
2009-03-25 12,13
2009-03-25 13,21
2009-03-25 14,23
2009-03-25 15,19
2009-03-25 16,11
2009-03-25 17,25
2009-03-25 18,34
2009-03-25 19,25
2009-03-25 20,24
2009-03-25 21,16
2009-03-25 22,29
2009-03-25 23,21
2009-03-26 00,12
2009-03-26 01,5
2009-03-26 02,5
2009-03-26 03,2
2009-03-26 04,2
2009-03-26 05,1
2009-03-26 06,9
2009-03-26 07,25
2009-03-26 08,27
2009-03-26 09,27
2009-03-26 10,17
2009-03-26 11,23
2009-03-26 12,22
2009-03-26 13,26
2009-03-26 14,21
2009-03-26 15,21
2009-03-26 16,22
2009-03-26 17,31
2009-03-26 18,56
2009-03-26 19,26
2009-03-26 20,37
2009-03-26 21,41
2009-03-26 22,28
2009-03-26 23,21
2009-03-27 00,16
2009-03-27 01,8
2009-03-27 02,7
2009-03-27 03,5
2009-03-27 04,3
2009-03-27 05,6
2009-03-27 06,11
2009-03-27 07,16
2009-03-27 08,22
2009-03-27 09,18
2009-03-27 10,20
2009-03-27 11,17
2009-03-27 12,28
2009-03-27 13,21
2009-03-27 14,19
2009-03-27 15,25
2009-03-27 16,15
2009-03-27 17,20
2009-03-27 18,42
2009-03-27 19,26
2009-03-27 20,25
2009-03-27 21,31
2009-03-27 22,35
2009-03-27 23,24
2009-03-28 00,26
2009-03-28 01,34
2009-03-28 02,13
2009-03-28 03,16
2009-03-28 04,10
2009-03-28 05,2
2009-03-28 06,4
2009-03-28 07,8
2009-03-28 08,15
2009-03-28 09,16
2009-03-28 10,14
2009-03-28 11,10
2009-03-28 12,20
2009-03-28 13,19
2009-03-28 14,16
2009-03-28 15,18
2009-03-28 16,30
2009-03-28 17,21
2009-03-28 18,32
2009-03-28 19,25
2009-03-28 20,27
2009-03-28 21,24
2009-03-28 22,33
2009-03-28 23,29
2009-03-29 00,36
2009-03-29 01,32
2009-03-29 02,25
2009-03-29 03,18
2009-03-29 04,9
2009-03-29 05,7
2009-03-29 06,6
2009-03-29 07,4
2009-03-29 08,14
2009-03-29 09,14
2009-03-29 10,15
2009-03-29 11,24
2009-03-29 12,29
2009-03-29 13,18
2009-03-29 14,29
2009-03-29 15,6
2009-03-29 16,33
2009-03-29 17,20
2009-03-29 18,21
2009-03-29 19,19
2009-03-29 20,25
2009-03-29 21,10
2009-03-29 22,10
2009-03-29 23,11
2009-03-30 00,9
2009-03-30 01,1
2009-03-30 02,2
2009-03-30 03,4
2009-03-30 04,2
2009-03-30 05,3
2009-03-30 06,9
2009-03-30 07,15
2009-03-30 08,26
2009-03-30 09,22
2009-03-30 10,21
2009-03-30 11,12
2009-03-30 12,15
2009-03-30 13,24
2009-03-30 14,26
2009-03-30 15,20
2009-03-30 16,23
2009-03-30 17,24
2009-03-30 18,36
2009-03-30 19,25
2009-03-30 20,25
2009-03-30 21,27
2009-03-30 22,17
2009-03-30 23,17
2009-03-31 00,10
2009-03-31 01,6
2009-03-31 02,2
2009-03-31 03,4
2009-03-31 05,4
2009-03-31 06,12
2009-03-31 07,13
2009-03-31 08,26
2009-03-31 09,32
2009-03-31 10,19
2009-03-31 11,14
2009-03-31 12,17
2009-03-31 13,17
2009-03-31 14,30
2009-03-31 15,14
2009-03-31 16,26
2009-03-31 17,21
2009-03-31 18,30
2009-03-31 19,20
2009-03-31 20,25
2009-03-31 21,25
2009-03-31 22,18
2009-03-31 23,23
2009-04-01 00,4
2009-04-01 01,5
2009-04-01 02,4
2009-04-01 03,1
2009-04-01 04,2
2009-04-01 05,3
2009-04-01 06,8
2009-04-01 07,13
2009-04-01 08,12
2009-04-01 09,13
2009-04-01 10,12
2009-04-01 11,9
2009-04-01 12,14
2009-04-01 13,12
2009-04-01 14,25
2009-04-01 15,25
2009-04-01 16,21
2009-04-01 17,25
2009-04-01 18,38
2009-04-01 19,25
2009-04-01 20,35
2009-04-01 21,23
2009-04-01 22,24
2009-04-01 23,17
2009-04-02 00,7
2009-04-02 01,2
2009-04-02 02,3
2009-04-02 03,1
2009-04-02 04,3
2009-04-02 05,4
2009-04-02 06,12
2009-04-02 07,16
2009-04-02 08,23
2009-04-02 09,18
2009-04-02 10,26
2009-04-02 11,10
2009-04-02 12,31
2009-04-02 13,16
2009-04-02 14,15
2009-04-02 15,11
2009-04-02 16,24
2009-04-02 17,36
2009-04-02 18,35
2009-04-02 19,39
2009-04-02 20,34
2009-04-02 21,25
2009-04-02 22,26
2009-04-02 23,17
2009-04-03 00,16
2009-04-03 01,17
2009-04-03 02,8
2009-04-03 03,6
2009-04-03 04,7
2009-04-03 05,2
2009-04-03 06,11
2009-04-03 07,23
2009-04-03 08,29
2009-04-03 09,38
2009-04-03 10,26
2009-04-03 11,31
2009-04-03 12,25
2009-04-03 13,27
2009-04-03 14,22
2009-04-03 15,14
2009-04-03 16,27
2009-04-03 17,24
2009-04-03 18,39
2009-04-03 19,31
2009-04-03 20,33
2009-04-03 21,30
2009-04-03 22,29
2009-04-03 23,29
2009-04-04 00,27
2009-04-04 01,35
2009-04-04 02,23
2009-04-04 03,9
2009-04-04 04,14
2009-04-04 05,6
2009-04-04 06,7
2009-04-04 07,7
2009-04-04 08,8
2009-04-04 09,9
2009-04-04 10,24
2009-04-04 11,22
2009-04-04 12,23
2009-04-04 13,29
2009-04-04 14,9
2009-04-04 15,23
2009-04-04 16,16
2009-04-04 17,12
2009-04-04 18,14
2009-04-04 19,25
2009-04-04 20,36
2009-04-04 21,19
2009-04-04 22,27
2009-04-04 23,48
2009-04-05 00,29
2009-04-05 01,25
2009-04-05 02,24
2009-04-05 03,26
2009-04-05 04,12
2009-04-05 05,8
2009-04-05 06,8
2009-04-05 07,6
2009-04-05 08,9
2009-04-05 09,15
2009-04-05 10,16
2009-04-05 11,22
2009-04-05 12,26
2009-04-05 13,18
2009-04-05 14,26
2009-04-05 15,20
2009-04-05 16,22
2009-04-05 17,23
2009-04-05 18,19
2009-04-05 19,25
2009-04-05 20,22
2009-04-05 21,10
2009-04-05 22,16
2009-04-05 23,11
2009-04-06 00,6
2009-04-06 01,8
2009-04-06 02,8
2009-04-06 03,2
2009-04-06 05,1
2009-04-06 06,8
2009-04-06 07,13
2009-04-06 08,20
2009-04-06 09,17
2009-04-06 10,19
2009-04-06 11,22
2009-04-06 12,25
2009-04-06 13,20
2009-04-06 14,35
2009-04-06 15,16
2009-04-06 16,21
2009-04-06 17,24
2009-04-06 18,18
2009-04-06 19,28
2009-04-06 20,22
2009-04-06 21,24
2009-04-06 22,22
2009-04-06 23,15
2009-04-07 00,9
2009-04-07 01,8
2009-04-07 02,1
2009-04-07 03,5
2009-04-07 04,3
2009-04-07 05,4
2009-04-07 06,12
2009-04-07 07,11
2009-04-07 08,33
2009-04-07 09,33
2009-04-07 10,19
2009-04-07 11,29
2009-04-07 12,17
2009-04-07 13,19
2009-04-07 14,25
2009-04-07 15,23
2009-04-07 16,19
2009-04-07 17,24
2009-04-07 18,36
2009-04-07 19,35
2009-04-07 20,17
2009-04-07 21,19
2009-04-07 22,18
2009-04-07 23,16
2009-04-08 00,27
2009-04-08 01,7
2009-04-08 02,4
2009-04-08 03,5
2009-04-08 04,3
2009-04-08 05,2
2009-04-08 06,14
2009-04-08 07,24
2009-04-08 08,37
2009-04-08 09,29
2009-04-08 10,20
2009-04-08 11,26
2009-04-08 12,19
2009-04-08 13,20
2009-04-08 14,23
2009-04-08 15,29
2009-04-08 16,21
2009-04-08 17,25
2009-04-08 18,26
2009-04-08 19,28
2009-04-08 20,15
2009-04-08 21,18
2009-04-08 22,20
2009-04-08 23,26
2009-04-09 00,7
2009-04-09 01,4
2009-04-09 02,7
2009-04-09 03,1
2009-04-09 04,3
2009-04-09 05,2
2009-04-09 06,12
2009-04-09 07,14
2009-04-09 08,17
2009-04-09 09,13
2009-04-09 10,21
2009-04-09 11,33
2009-04-09 12,14
2009-04-09 13,21
2009-04-09 14,26
2009-04-09 15,11
2009-04-09 16,12
2009-04-09 17,20
2009-04-09 18,25
2009-04-09 19,30
2009-04-09 20,33
2009-04-09 21,16
2009-04-09 22,28
2009-04-09 23,27
2009-04-10 00,23
2009-04-10 01,18
2009-04-10 02,11
2009-04-10 03,8
2009-04-10 04,5
2009-04-10 05,11
2009-04-10 06,10
2009-04-10 07,9
2009-04-10 08,19
2009-04-10 09,26
2009-04-10 10,15
2009-04-10 11,23
2009-04-10 12,18
2009-04-10 13,13
2009-04-10 14,16
2009-04-10 15,16
2009-04-10 16,22
2009-04-10 17,25
2009-04-10 18,32
2009-04-10 19,34
2009-04-10 20,24
2009-04-10 21,20
2009-04-10 22,21
2009-04-10 23,25
2009-04-11 00,28
2009-04-11 01,22
2009-04-11 02,16
2009-04-11 03,7
2009-04-11 04,13
2009-04-11 05,4
2009-04-11 06,4
2009-04-11 07,9
2009-04-11 08,7
2009-04-11 09,22
2009-04-11 10,18
2009-04-11 11,26
2009-04-11 12,33
2009-04-11 13,20
2009-04-11 14,22
2009-04-11 15,31
2009-04-11 16,20
2009-04-11 17,19
2009-04-11 18,28
2009-04-11 19,23
2009-04-11 20,36
2009-04-11 21,21
2009-04-11 22,32
2009-04-11 23,39
2009-04-12 00,32
2009-04-12 01,20
2009-04-12 02,15
2009-04-12 03,15
2009-04-12 04,15
2009-04-12 05,5
2009-04-12 06,4
2009-04-12 07,5
2009-04-12 08,7
2009-04-12 09,12
2009-04-12 10,10
2009-04-12 11,17
2009-04-12 12,15
2009-04-12 13,19
2009-04-12 14,12
2009-04-12 15,16
2009-04-12 16,14
2009-04-12 17,20
2009-04-12 18,18
2009-04-12 19,19
2009-04-12 20,19
2009-04-12 21,18
2009-04-12 22,16
2009-04-12 23,10
2009-04-13 00,7
2009-04-13 01,1
2009-04-13 02,3
2009-04-13 03,1
2009-04-13 04,1
2009-04-13 05,4
2009-04-13 06,8
2009-04-13 07,14
2009-04-13 08,27
2009-04-13 09,27
2009-04-13 10,22
2009-04-13 11,17
2009-04-13 12,18
2009-04-13 13,15
2009-04-13 14,17
2009-04-13 15,21
2009-04-13 16,19
2009-04-13 17,16
2009-04-13 18,22
2009-04-13 19,32
2009-04-13 20,25
2009-04-13 21,27
2009-04-13 22,25
2009-04-13 23,12
2009-04-14 00,12
2009-04-14 01,8
2009-04-14 02,1
2009-04-14 03,2
2009-04-14 04,3
2009-04-14 05,4
2009-04-14 06,10
2009-04-14 07,17
2009-04-14 08,15
2009-04-14 09,33
2009-04-14 10,18
2009-04-14 11,22
2009-04-14 12,17
2009-04-14 13,14
2009-04-14 14,28
2009-04-14 15,15
2009-04-14 16,17
2009-04-14 17,24
2009-04-14 18,28
2009-04-14 19,33
2009-04-14 20,24
2009-04-14 21,40
2009-04-14 22,23
2009-04-14 23,9
2009-04-15 00,12
2009-04-15 01,6
2009-04-15 02,6
2009-04-15 03,5
2009-04-15 05,6
2009-04-15 06,8
2009-04-15 07,21
2009-04-15 08,30
2009-04-15 09,25
2009-04-15 10,14
2009-04-15 11,21
2009-04-15 12,24
2009-04-15 13,14
2009-04-15 14,16
2009-04-15 15,22
2009-04-15 16,13
2009-04-15 17,28
2009-04-15 18,34
2009-04-15 19,37
2009-04-15 20,20
2009-04-15 21,26
2009-04-15 22,23
2009-04-15 23,24
2009-04-16 00,12
2009-04-16 01,14
2009-04-16 02,4
2009-04-16 03,5
2009-04-16 04,1
2009-04-16 05,6
2009-04-16 06,8
2009-04-16 07,18
2009-04-16 08,15
2009-04-16 09,34
2009-04-16 10,26
2009-04-16 11,26
2009-04-16 12,28
2009-04-16 13,23
2009-04-16 14,19
2009-04-16 15,22
2009-04-16 16,14
2009-04-16 17,20
2009-04-16 18,28
2009-04-16 19,24
2009-04-16 20,29
2009-04-16 21,45
2009-04-16 22,30
2009-04-16 23,26
2009-04-17 00,17
2009-04-17 01,9
2009-04-17 02,11
2009-04-17 03,7
2009-04-17 04,3
2009-04-17 05,5
2009-04-17 06,5
2009-04-17 07,10
2009-04-17 08,21
2009-04-17 09,17
2009-04-17 10,31
2009-04-17 11,25
